no,name,lng,lat,address
1810,카센터.터널앞,126.9658959,37.57409154,서울특별시 종로구 사직로 57-1
1812,재동초등학교,126.9852803,37.57876787,서울특별시 종로구 북촌로 22-1
1814,삼청공원삼거리.옥호정터,126.9817114,37.58741767,서울특별시 종로구 삼청로 136
1815,이화사거리,127.0021613,37.57532444,서울특별시 종로구 대학로 46
1816,연화정사,126.9795064,37.61465067,서울특별시 종로구 평창40길 71
1817,대신중고,126.9616841,37.57248345,서울특별시 종로구 사직로 11
1819,현대사거리,126.9866293,37.57927377,서울특별시 종로구 북촌로4길 28
1820,교남동주민센터,126.9613244,37.57218653,서울특별시 종로구 사직로 8
1821,부암동주민센터.무계원,126.9639626,37.59297029,서울특별시 종로구 창의문로 147-1
1823,형제봉입구,126.9816904,37.61286785,서울특별시 종로구 평창42길 44-29
1824,교남동새마을금고,126.9623511,37.57154717,서울특별시 종로구 송월길 147
1825,창신초교,127.01556,37.57600289,서울특별시 종로구 지봉로 65-2
1826,가회동주민센터,126.9850463,37.57994426,서울특별시 종로구 북촌로 33-1
1827,볼링장,126.9879587,37.57928821,서울특별시 종로구 창덕궁1길 21
1829,부암슈퍼,126.9637118,37.59475041,서울특별시 종로구 창의문로 168
1830,지구촌교회,126.9793714,37.61308365,서울특별시 종로구 평창42길 25
1831,월암공원,126.9640609,37.57120167,서울특별시 종로구 송월길 110
1832,숭인1동주민센터,127.0154152,37.57740683,서울특별시 종로구 지봉로 80
1833,북촌한옥마을입구.정세권활동터,126.9850874,37.58128235,서울특별시 종로구 북촌로 50-1
1835,하림각,126.9629357,37.59766118,서울특별시 종로구 자하문로 266
1836,보현빌라,126.9782677,37.61527342,서울특별시 종로구 평창40길 96
1837,스위스대사관,126.9658537,37.57002014,서울특별시 종로구 송월길 77
1839,안국선원.삼거리,126.9851065,37.58274414,서울특별시 종로구 북촌로 65
1840,세검정교회,126.9594376,37.59949975,서울특별시 종로구 자하문로 304
1841,혜화동로터리,127.001025,37.585841,서울특별시 종로구 창경궁로 273-3
1842,김종영미술관,126.9781674,37.61328458,서울특별시 종로구 평창길 330
1843,서울시교육청,126.966867,37.569301,서울특별시 종로구 경교장길 35
1844,창신쌍용1단지.종로센트레빌아파트,127.0155933,37.58032364,서울특별시 종로구 동망산길 32
1845,사우디대사관,126.9851204,37.58386431,서울특별시 종로구 북촌로 77-2
1846,상명대입구,126.9573863,37.5998416,서울특별시 종로구 홍지문길 2
1847,혜화초등학교,126.9999339,37.58737916,서울특별시 종로구 혜화로 20
1848,북악파크,126.9778838,37.61096487,서울특별시 종로구 평창문화로 170
1849,강북삼성병원,126.9683774,37.56855092,서울특별시 종로구 신문로2가 송월길 10
1850,청룡사.보문파크뷰자이아파트,127.0170716,37.57980742,서울특별시 종로구 동망산길 68
1851,감사원,126.9855847,37.58630026,서울특별시 종로구 와룡공원길 20
1852,국민생활관,126.9992595,37.58961857,서울특별시 종로구 혜화로 46
1853,귀빈예식장,126.9732873,37.60904692,서울특별시 종로구 평창문화로 119
1855,종로센트레빌후문.e편한세상보문아파트,127.0162427,37.58192679,서울특별시 성북구 보문동3가 낙산길 255
1856,통일부,126.9862356,37.58750461,서울특별시 종로구 북촌로 106
1858,서울국제고등학교,126.9971357,37.58907642,서울특별시 종로구 명륜1가 성균관로 72
